       9.00 hr.  discrete jet No.   1
         x(m)            y(m)            z(m)      u1_jet1(m/s)  v1_jet1(m/s)  w1_jet1(m/s)  FeS formed (moles)  FeS2 formed (moles)  CuFeS2 formed (moles) cv no
    0.109479E+00    0.242659E+00   -0.133685E+04  -0.201863E-01   0.352704E-01   0.111272E+01       0.440607E-03      0.115540E-07      0.000000E+00      16.
   -0.461100E-01    0.208117E-01   -0.133684E+04  -0.201863E-01   0.352704E-01   0.111272E+01       0.514041E-03      0.115540E-07      0.000000E+00      16.
   -0.546534E-01    0.313872E+00   -0.133685E+04  -0.201863E-01   0.352704E-01   0.111272E+01       0.293738E-03      0.115540E-07      0.000000E+00      16.
    0.676529E-01   -0.170940E-01   -0.133684E+04  -0.201863E-01   0.352704E-01   0.111272E+01       0.146869E-03      0.115540E-07      0.000000E+00      16.
    0.169641E+00    0.458454E-01   -0.133684E+04  -0.201863E-01   0.352704E-01   0.111272E+01       0.734345E-04      0.115539E-07      0.000000E+00      16.
   -0.330887E+00    0.410820E+00   -0.133463E+04  -0.202867E-01   0.353762E-01   0.964732E+00       0.440607E-03      0.120461E-07      0.000000E+00      31.
   -0.131699E-01   -0.211230E+00   -0.133460E+04  -0.202867E-01   0.353762E-01   0.964732E+00       0.514041E-03      0.120461E-07      0.000000E+00      31.
   -0.238611E+00    0.495962E+00   -0.133463E+04  -0.202867E-01   0.353762E-01   0.964732E+00       0.293738E-03      0.120461E-07      0.000000E+00      31.
    0.486782E-01    0.148819E+00   -0.133461E+04  -0.202867E-01   0.353762E-01   0.964732E+00       0.146869E-03      0.120461E-07      0.000000E+00      31.
   -0.253121E+00    0.306234E+00   -0.133462E+04  -0.202867E-01   0.353762E-01   0.964732E+00       0.734345E-04      0.120460E-07      0.000000E+00      31.
   -0.462856E+00   -0.161392E+00   -0.133260E+04  -0.198649E-01   0.345654E-01   0.884274E+00       0.440607E-03      0.122554E-07      0.000000E+00      46.
