       6.00 hr.  discrete jet No.   1
         x(m)            y(m)            z(m)      u1_jet1(m/s)  v1_jet1(m/s)  w1_jet1(m/s)  FeS formed (moles)  FeS2 formed (moles)  CuFeS2 formed (moles) cv no
    0.133295E+00    0.434208E-01   -0.133684E+04  -0.201863E-01   0.352704E-01   0.111272E+01       0.440607E-03      0.115540E-07      0.000000E+00      16.
   -0.942014E-03    0.201687E+00   -0.133685E+04  -0.201863E-01   0.352704E-01   0.111272E+01       0.514041E-03      0.115540E-07      0.000000E+00      16.
   -0.118320E+00    0.267822E+00   -0.133685E+04  -0.201863E-01   0.352704E-01   0.111272E+01       0.293738E-03      0.115540E-07      0.000000E+00      16.
   -0.167949E+00    0.963247E-01   -0.133685E+04  -0.201863E-01   0.352704E-01   0.111272E+01       0.146869E-03      0.115540E-07      0.000000E+00      16.
    0.192654E+00    0.120253E-01   -0.133684E+04  -0.201863E-01   0.352704E-01   0.111272E+01       0.734345E-04      0.115539E-07      0.000000E+00      16.
    0.201979E-01   -0.240303E+00   -0.133459E+04  -0.202867E-01   0.353762E-01   0.964732E+00       0.440607E-03      0.120461E-07      0.000000E+00      31.
    0.191401E+00    0.295421E+00   -0.133461E+04  -0.202867E-01   0.353762E-01   0.964732E+00       0.514041E-03      0.120461E-07      0.000000E+00      31.
   -0.308275E+00    0.501645E+00   -0.133463E+04  -0.202867E-01   0.353762E-01   0.964732E+00       0.293738E-03      0.120461E-07      0.000000E+00      31.
   -0.257466E+00    0.481628E+00   -0.133463E+04  -0.202867E-01   0.353762E-01   0.964732E+00       0.146869E-03      0.120461E-07      0.000000E+00      31.
    0.161049E+00   -0.552553E-02   -0.133460E+04  -0.202867E-01   0.353762E-01   0.964732E+00       0.734345E-04      0.120460E-07      0.000000E+00      31.
   -0.368456E+00    0.185531E+00   -0.133261E+04  -0.198649E-01   0.345654E-01   0.884274E+00       0.440607E-03      0.122554E-07      0.000000E+00      46.
   -0.271876E+00    0.620412E+00   -0.133263E+04  -0.198649E-01   0.345654E-01   0.884274E+00       0.514041E-03      0.122554E-07      0.000000E+00      46.
